DO(ppm),pH,Temperature(*C),TDS,Health
3.7,8.7,29,79,1
3.7,8.6,28,79,1
3.6,6.8,31,54,1
3.8,6.8,29,84,1
3.6,8.7,31,85,1
4,7.5,43,78,1
3.9,8.7,32,99,1
3.6,8.7,31,87,1
3.7,8,26,72,1
3.6,7.3,26,84,1
3.5,8.7,29,56,1
3.5,7.5,29,56,1
3.6,7.4,30,82,1
3.6,7.3,32,90,1
3.9,7.5,31,51,1
3.7,8.6,26,95,1
3.5,7.4,32,91,1
3.6,8.2,35,87,1
3.6,7.7,26,85,1
3.5,8,27,74,1
4,7.5,26,70,1
3.8,7.4,27,99,1
4,8.5,29,82,1
3.7,7.7,28,72,1
3.9,6.8,32,52,1
3.5,8.7,29,50,1
3.9,7.9,29,82,1
3.7,7.3,27,56,1
3.9,8.7,27,91,1
3.8,7.1,30,61,1
3.6,8.6,32,67,1
3.9,7.2,26,100,1
3.7,7.6,31,52,1
4,8.1,31,79,1
3.5,7.3,32,55,1
3.6,7.2,30,68,1
3.6,7.1,28,91,1
3.8,7.2,28,52,1
3.6,7.9,30,96,1
4,8.7,27,90,1
4,8.1,30,88,1
3.9,7.6,43,65,1
4,7,26,83,1
3.6,7.2,31,65,1
3.9,7.4,31,95,1
3.5,7.6,28,96,1
3.9,7,30,84,1
3.5,8.2,29,72,1
3.6,6.9,30,66,1
3.5,8.4,29,96,1
3.7,6.9,29,60,1
3.9,8,32,74,1
3.5,7.1,29,100,1
3.5,8.3,26,63,1
3.8,8.6,28,61,1
3.7,7.4,31,61,1
3.5,8.6,29,86,1
3.6,7.3,26,80,1
3.8,7.1,29,87,1
3.7,8.2,30,75,1
4,8.4,26,78,1
3.7,7.1,29,69,1
4,7.9,27,87,1
3.8,8,27,73,1
3.8,7.8,29,53,1
3.8,7.5,45,64,1
3.8,7.7,30,77,1
3.7,7.4,27,56,1
3.7,8.2,30,71,1
3.8,7.2,27,81,1
3.7,7.9,32,60,1
3.6,7.6,28,69,1
3.8,7.2,32,66,1
4,8,28,71,1
3.6,8.5,30,96,1
4,8.2,27,89,1
3.7,6.8,28,52,1
3.9,7.6,28,86,1
3.7,7,32,72,1
3.8,7.1,28,79,0
3.9,6.8,28,100,0
4,7.5,31,63,1
3.9,6.9,29,100,1
3.7,7.7,31,59,1
3.7,7.6,29,58,1
3.9,7.7,27,74,1
3.5,7,30,95,1
3.5,8.4,27,50,1
3.5,7.6,32,100,1
3.5,7.1,29,83,1
3.5,8.4,28,100,1
3.9,7.2,31,80,1
3.7,7.2,29,92,1
3.6,8.7,30,51,1
3.5,7.8,28,58,1
3.6,7.8,26,51,1
3.6,7.1,26,98,1
3.9,7.5,28,56,1
3.8,7.7,29,94,1
3.9,8.7,32,52,1
3.8,8.2,27,70,1
3.9,8.5,31,54,1
3.7,8.3,27,63,1
3.8,8.5,29,53,1
3.9,7.5,27,72,1
3.8,7.9,27,71,1
3.6,8.6,31,74,1
3.6,8.6,31,70,1
3.9,8.1,30,51,1
3.7,7.5,28,63,1
3.7,7.6,30,83,1
3.9,6.9,29,91,1
3.5,7.4,26,92,1
3.5,8.2,28,100,1
3.6,8.7,31,84,1
3.6,8.1,27,57,1
3.5,8.2,26,88,1
3.5,7.9,32,72,1
3.6,7.8,28,87,1
3.5,8.6,31,97,1
3.7,8.4,27,53,1
3.9,7.1,27,65,1
3.7,8,29,77,1
4,7.9,27,63,1
3.9,8.2,26,97,1
3.8,8.3,28,65,1
4,8.6,29,65,1
4,8.7,30,98,1
3.7,7.7,32,71,1
3.6,6.8,27,69,1
3.7,7.8,32,67,1
4,8.5,28,84,1
3.8,6.8,29,55,1
3.5,8.3,28,99,1
4,7.1,29,56,1
3.6,6.8,30,83,1
3.8,7.3,30,88,1
3.9,7.1,31,77,1
3.8,7.4,26,71,1
3.7,8.6,26,95,1
3.5,7.6,26,57,1
3.6,7.8,29,59,1
3.6,6.8,27,95,1
3.9,7.8,30,56,1
4,7.7,30,65,1
3.9,8.3,30,50,1
3.8,7.8,31,59,1
3.8,8.4,26,56,1
3.8,7.6,29,65,1
3.7,7.3,31,70,1
4,7.8,26,79,1
3.7,8,32,65,1
4,7,30,83,1
3.8,8.5,32,82,1
4,8.6,31,56,1
3.5,7.7,31,87,1
3.9,8.1,29,93,1
3.8,7.2,30,95,1
3.8,8.7,26,87,1
3.8,8.6,29,82,1
3.9,7,27,88,1
3.7,8.5,26,67,1
3.8,7.9,32,62,1
3.5,7,30,99,1
3.5,8.5,28,53,1
3.5,7.5,27,76,1
3.5,8.2,31,90,1
4,8.1,27,73,1
3.9,8.6,27,80,1
3.6,7.9,31,88,1
3.9,8.1,32,76,1
3.7,8.4,30,70,1
4,7,26,89,1
3.5,6.9,31,55,1
4,7.5,27,68,1
3.8,7.8,28,89,1
3.8,8.7,31,79,1
3.7,7.1,27,57,1
4,7.6,29,64,1
3.6,6.8,31,56,1
4,7.5,32,50,1
3.8,8.1,28,57,1
4,8.1,28,71,1
3.9,8.7,30,90,1
3.9,8,26,65,1
3.6,7.3,32,85,1
3.7,7.6,31,75,1
3.8,7.2,31,61,1
3.8,8.4,27,57,1
3.5,8.3,31,80,1
3.5,7.3,32,76,1
3.7,7.9,27,73,1
3.8,6.8,32,57,1
3.7,7.8,29,90,1
3.9,7.6,31,69,1
3.5,8.1,32,79,1
4,8.3,26,93,1
3.5,7.4,27,97,1
3.6,7.7,31,85,1
3.5,8.2,29,87,1
3.6,7.7,27,68,1
3.7,7.5,27,84,1
4,7.7,30,95,1
4,8.2,27,60,1
3.7,8.7,32,72,1
3.5,8.2,30,77,1
3.6,6.9,26,83,1
3.8,7.6,28,67,1
3.5,8.1,29,55,1
3.8,7.4,28,89,1
3.7,7.7,29,54,1
3.5,8.3,29,89,1
3.5,8.5,32,83,1
3.7,7.3,27,69,1
3.8,7,31,57,1
3.5,7.4,27,60,1
3.8,7.7,27,97,1
4,8.6,31,77,1
4,8.1,30,59,1
3.9,7.5,29,94,1
3.5,8.4,30,54,1
3.5,8.5,31,68,1
4,8.6,30,96,1
3.6,7.5,31,51,1
3.7,7,29,72,1
3.5,7.7,29,84,1
3.5,7.9,26,100,1
3.6,7.3,31,60,1
3.9,7.6,32,66,1
3.8,8.4,28,89,1
4,6.9,27,82,1
3.8,7.8,29,75,1
3.5,7.4,28,61,1
3.9,6.9,28,95,1
3.8,8,30,99,1
3.5,7.5,31,89,1
4,7,26,100,1
3.6,8.5,29,91,1
3.8,8.1,26,74,1
3.5,8.7,29,51,1
3.8,7,31,65,1
3.8,7.3,28,81,1
4,7.8,28,56,1
3.5,8.5,32,90,1
3.5,6.8,28,51,1
3.8,7.5,29,62,1
3.8,6.8,26,72,1
3.9,8.1,29,62,1
4,8.2,27,87,1
3.7,8.3,27,81,1
3.5,6.8,31,72,1
3.8,8.2,28,91,1
3.5,8.2,29,99,1
3.6,8.1,30,65,1
4,6.9,29,71,1
3.5,8.2,27,78,1
3.7,7.2,30,99,1
4,7.6,30,50,1
3.7,7.9,28,82,1
4,7.4,31,69,1
4,7.4,27,51,1
3.9,7.3,28,87,1
3.5,6.8,29,89,1
3.9,7.7,30,72,1
4,7.1,32,58,1
3.8,8.5,27,68,1
3.7,7.9,29,71,1
4,7.5,27,53,1
3.5,7.7,27,54,1
3.5,7.9,30,73,1
3.5,6.9,32,97,1
3.8,7.4,29,61,1
3.6,7.4,32,84,1
3.7,7,28,91,1
4,6.9,30,69,1
3.8,7.3,28,99,1
3.8,8.7,29,67,1
3.8,8.7,31,60,1
3.8,7.2,27,53,1
3.7,7.9,30,83,1
3.9,8.2,29,62,1
3.6,8.2,32,69,1
3.5,7.8,31,75,1
3.8,7.8,29,82,1
3.7,7.5,26,91,1
3.9,8.5,28,59,1
3.7,8.4,32,50,1
3.8,8,27,78,1
4,8.2,26,84,1
3.6,7.3,26,55,1
3.8,8.3,29,82,1
3.9,7.8,30,66,1
4,6.8,29,94,1
3.5,7.5,31,81,1
3.7,6.8,30,100,1
3.7,8.7,30,60,1
3.9,7.3,27,55,1
3.8,8,30,64,1
3.8,7.2,30,83,1
3.6,7.8,28,99,1
3.5,6.8,30,51,1
3.9,7.8,29,84,1
3.9,8.2,30,87,1
3.6,8.1,32,65,1
3.6,7.9,27,50,1
3.8,7.6,32,59,1
3.6,8.4,29,93,1
4,6.9,26,55,1
4,8.4,31,60,1
4,6.8,29,59,1
3.8,7.4,30,58,1
3.8,8.6,29,79,1
3.9,7.7,31,83,1
3.9,6.8,26,61,1
3.9,6.8,31,52,1
4,6.8,30,50,1
3.9,7.6,29,56,1
3.5,8.6,30,54,1
3.5,7.2,30,83,1
3.9,8.3,30,87,1
3.6,8.2,31,80,1
4,7.6,31,50,1
4,8.6,29,75,1
3.7,8.7,32,65,1
3.8,7.5,29,53,1
3.7,7.1,27,75,1
3.6,8.1,32,73,1
3.9,7.1,27,93,1
3.7,7.4,28,71,1
3.6,8.5,29,50,1
3.9,7.6,31,65,1
3.5,7.7,29,54,1
3.5,6.9,26,83,1
3.5,7.4,26,56,1
3.7,7.6,29,51,1
3.8,7.9,32,81,1
3.6,8.4,29,99,1
3.8,7.3,32,96,1
3.6,8.6,29,51,1
3.6,7.9,31,72,1
4,7.8,26,74,1
3.7,7.5,32,92,1
3.9,8.3,27,57,1
4,7.2,31,59,1
4,7.5,30,72,1
4,7.5,26,77,1
3.7,6.9,29,96,1
3.9,7,29,77,1
3.9,7,28,57,1
3.5,7.6,32,63,1
3.7,7.6,30,54,1
3.9,8.6,32,60,1
3.8,7.3,29,72,1
3.9,6.8,31,55,1
3.9,7.5,28,88,1
4,7.6,29,97,1
3.6,7.3,26,66,1
3.5,8.1,27,64,1
3.8,8.7,30,74,1
4,8.4,32,79,1
3.7,8.7,27,82,1
3.6,8.2,31,65,1
3.5,8,29,57,1
3.6,7.6,31,93,1
3.5,7,32,80,1
4,8.4,29,97,1
4,6.9,30,57,1
3.9,7.1,27,94,1
4,8.7,27,90,1
3.7,8.3,28,59,1
3.5,8.6,27,99,1
3.5,8.3,28,59,1
3.9,6.8,27,90,1
4,8.1,31,59,1
4,8,29,70,1
3.6,6.9,26,73,1
3.9,7.6,32,58,1
4,8.2,27,56,1
3.6,7.4,26,55,1
3.9,7.9,30,96,1
3.8,8.4,27,53,1
3.7,7.9,29,66,1
3.6,8,27,89,1
4,7,26,94,1
3.7,6.8,32,75,1
4,8.2,27,62,1
3.5,7.8,29,50,1
3.8,8.7,27,98,1
3.8,7,31,63,1
3.5,7.3,26,66,1
3.5,6.8,26,73,1
3.7,7.4,26,87,1
3.6,7.7,28,68,1
3.8,7.2,30,96,1
4,8.4,26,62,1
3.7,8,32,81,1
3.6,7.7,26,93,1
3.8,7.1,30,53,1
3.7,7,32,88,1
3.9,6.8,26,81,1
3.6,7.7,31,69,1
3.9,7,32,70,1
3.5,7.1,32,70,1
3.5,7,27,68,1
3.5,8.6,29,98,1
4,6.8,26,72,1
3.6,8.7,31,88,1
3.6,8.4,32,72,1
3.8,7,29,79,1
3.9,6.9,29,91,1
3.7,8.2,31,51,1
3.6,8.7,28,69,1
3.7,7.1,31,92,1
3.6,7.3,28,84,1
3.6,7.2,27,59,1
3.8,8.4,27,56,1
3.5,8.5,27,93,1
3.7,7.9,27,86,1
3.9,6.9,29,59,1
3.6,8,29,59,1
3.5,7.9,30,53,1
3.5,6.8,29,74,1
3.5,8.3,31,69,1
3.7,8.7,31,52,1
3.7,7.6,27,79,1
3.5,7.6,31,62,1
3.8,7.9,26,58,1
3.9,7.2,30,66,1
4,8,29,72,1
3.7,7.9,28,89,1
4,8.5,26,65,1
4,8.7,29,53,1
4,7.9,29,78,1
3.6,7.3,31,72,1
3.6,8.5,27,56,1
3.5,7.1,28,94,1
3.6,6.9,27,90,1
3.6,6.9,31,57,1
3.6,6.9,27,85,1
3.9,8,26,72,1
3.5,7.3,29,97,1
3.7,7.6,31,67,1
3.8,8.4,26,94,1
3.9,7.5,30,63,1
4,7.4,27,91,1
3.9,7.1,32,56,1
3.6,8.2,28,69,1
4,8.2,31,91,1
3.7,7.4,32,84,1
4,7.2,26,92,1
3.6,7.1,32,57,1
3.5,8.2,32,87,1
4,7.1,29,76,1
3.8,8,29,63,1
3.8,7,29,61,1
4,8.5,28,57,1
3.7,8.5,31,99,1
4,8.3,26,69,1
3.6,7.5,27,86,1
3.7,7.5,29,61,1
3.9,8.1,31,72,1
3.8,8.1,28,70,1
3.5,8.6,28,79,1
3.8,6.9,31,58,1
3.6,7.3,28,79,1
3.8,8,27,60,1
3.8,8.1,27,85,1
3.5,7.4,28,93,1
3.8,7.7,31,61,1
4,7.5,29,71,1
3.8,8.1,32,60,1
3.8,7.9,27,87,1
3.7,8.2,32,81,1
3.9,7.5,29,74,1
4,6.9,27,75,1
3.7,7,26,98,1
3.5,8.1,26,106,1
3.9,6.9,29,180,1
4,6.9,30,167,1
3.9,6.8,27,127,1
3.5,7.6,26,199,1
4,7.2,30,157,1
3.5,7.5,29,137,1
3.6,8.2,26,137,1
3.9,7.7,27,200,1
3.6,8.4,31,137,1
3.5,7.6,30,191,1
3.9,7.1,32,119,1
3.9,7,31,183,1
3.5,7.5,29,136,1
3.7,7.8,28,175,1
3.8,8.4,31,186,1
3.7,8.3,29,118,1
3.5,8.7,27,141,1
3.5,7.7,30,167,1
3.5,7.5,26,186,1
3.6,8.1,31,188,1
3.9,7,29,145,1
4,8.7,31,135,1
3.9,7.7,29,123,1
4,8.1,26,157,1
3.6,8.7,32,171,1
3.6,7.4,32,163,1
3.5,7.2,31,143,1
3.8,6.8,29,197,1
3.5,7.8,26,140,1
3.5,8.6,32,126,1
4,8.1,27,197,1
3.8,7.2,27,163,1
3.5,7.6,29,133,1
3.9,6.9,26,163,1
3.6,6.9,27,190,1
3.5,8.2,27,147,1
3.5,8.5,29,146,1
3.6,8.5,29,112,1
3.6,7.6,26,137,1
4,7.9,31,111,1
3.8,7.4,29,138,1
3.5,8.7,28,130,1
3.9,8.5,28,197,1
3.6,8,32,180,1
3.6,8.4,27,165,1
3.5,8.2,26,122,1
4,6.8,28,134,1
3.6,7.3,27,184,1
3.5,8.3,27,169,1
3.6,7.3,26,101,1
4,7.2,27,162,1
3.8,6.8,27,117,1
3.6,7.8,26,185,1
3.9,7.8,26,114,1
3.7,7.7,29,155,1
3.6,7,30,108,1
3.6,7.1,32,146,1
3.6,7.2,26,193,1
3.9,7.1,31,154,1
4,7.2,28,132,1
3.7,7.6,29,129,1
3.6,7.9,29,133,1
3.9,8.6,28,143,1
3.6,7,30,120,1
3.6,7.6,30,125,1
3.9,7.9,28,142,1
3.9,6.9,30,175,1
4,8.2,28,165,1
3.7,8.6,26,189,1
3.6,7.4,26,164,1
3.9,6.9,32,136,1
3.6,7.7,30,126,1
3.6,8,28,170,1
3.8,8.3,27,154,1
3.5,8,32,105,1
3.8,7.8,29,124,1
4,7,26,192,1
3.6,7.6,27,162,1
3.8,8.2,29,193,1
3.6,8.3,32,107,1
4,8.6,31,105,1
3.5,6.9,27,186,1
3.9,7.4,29,130,1
3.5,7.3,29,169,1
4,8.7,26,129,1
3.6,8.7,31,139,1
3.9,7.5,30,107,1
3.5,8.4,31,180,1
3.6,7.9,28,134,1
4,6.9,30,106,1
3.7,7.2,32,136,1
4,8.3,30,141,1
3.8,8.1,28,129,1
3.9,7.2,30,116,1
3.5,8,32,163,1
3.8,7.7,28,193,1
4,7,32,161,1
3.9,8.5,31,128,1
4,6.9,27,147,1
3.9,7.2,32,131,1
3.7,8.6,27,142,1
3.7,7.6,30,171,1
4,8.7,27,156,1
3.7,6.8,30,157,1
4,6.9,28,181,1
3.5,8.5,27,163,1
3.5,8,29,137,1
3.9,7.4,29,168,1
3.9,6.9,31,100,1
4,7.1,26,152,1
4,7.2,27,171,1
4,7.6,32,107,1
3.5,7.4,28,106,1
3.5,7.4,31,184,1
3.6,8.6,26,115,1
4,7.8,32,166,1
3.7,8.1,26,149,1
3.9,8.6,26,131,1
3.9,7.3,31,109,1
3.5,7.7,31,150,1
4,7.8,29,153,1
4,7.8,29,178,1
3.6,7.6,30,107,1
3.6,8.5,30,192,1
3.5,7.4,29,154,1
3.9,8.5,28,115,1
3.6,7.5,29,198,1
3.9,7.3,32,159,1
3.9,7.9,26,196,1
4,8.4,30,123,1
3.6,7.2,26,150,1
3.9,7.6,32,111,1
3.9,7.8,28,157,1
3.9,6.9,31,146,1
3.8,7.6,28,122,1
3.6,6.8,30,112,1
3.9,7.9,30,172,1
3.8,8,28,123,1
3.6,6.9,31,184,1
3.5,8.1,31,141,1
3.8,7.7,26,121,1
3.8,7.1,28,144,1
3.9,8.1,26,167,1
3.8,8.4,27,180,1
3.7,7.3,26,100,1
3.8,6.8,26,189,1
3.5,6.9,29,113,1
3.6,7.4,30,115,1
3.5,7.3,31,172,1
4,8.6,26,196,1
3.6,6.9,30,151,1
3.7,8.1,29,114,1
3.7,7.9,31,130,1
3.7,7.8,31,147,1
3.6,8,31,161,1
3.5,8.7,26,132,1
4,7.2,26,159,1
3.6,8.2,29,173,1
3.7,7.2,26,110,1
3.9,8.6,30,195,1
4,8.1,26,142,1
4,7.7,31,115,1
3.5,7.7,31,144,1
4,8,27,152,1
3.5,7.1,31,170,1
3.9,8.3,29,141,1
3.7,7.9,31,137,1
3.7,8,32,133,1
3.7,6.9,27,172,1
3.7,7.2,26,179,1
4,8.6,29,142,1
3.7,7.7,32,160,1
3.8,7.1,29,177,1
3.6,7.3,31,198,1
3.5,8.4,30,193,1
4,8.2,29,146,1
3.5,7.4,32,123,1
3.8,7,28,138,1
3.9,7.6,29,143,1
3.7,7.6,30,107,1
3.9,7.7,30,197,1
4,7.3,31,137,1
3.5,8.3,32,169,1
3.5,7.1,26,131,1
3.7,7.6,29,193,1
3.8,6.8,30,139,1
4,7,32,178,1
3.8,7.4,30,198,1
3.8,7.3,29,104,1
3.7,7.9,28,147,1
3.5,7.4,30,126,1
3.7,7.3,27,134,1
3.8,7,26,118,1
3.6,8.3,32,100,1
4,6.9,30,177,1
3.6,6.8,26,194,1
3.5,7,31,121,1
4,7.1,30,174,1
4,8.4,31,170,1
3.6,8.2,32,168,1
3.7,8.1,29,130,1
4,8.1,30,178,1
3.8,7.5,30,134,1
3.5,7.6,31,139,1
3.7,8.3,28,159,1
4,7,31,110,1
3.7,8,27,130,1
3.5,7.3,27,125,1
3.8,7,31,165,1
3.9,7.9,30,149,1
3.8,8.7,28,130,1
3.6,8.1,32,141,1
3.5,7.7,30,116,1
3.8,7.6,26,100,1
3.7,8.7,28,149,1
3.5,8.4,28,108,1
3.6,8.2,27,170,1
3.8,6.9,30,116,1
3.6,8.1,31,158,1
3.5,7.3,28,146,1
3.5,7.2,27,141,1
3.9,8.1,26,167,1
3.9,6.8,26,199,1
3.6,7,26,160,1
4,7.4,29,108,1
3.7,8.4,28,134,1
3.8,8.6,26,177,1
3.6,8.1,26,109,1
3.8,7.5,32,199,1
3.6,8.4,31,184,1
3.5,7.8,30,183,1
3.5,7,30,161,1
3.9,8,29,141,1
3.7,8.4,27,132,1
3.8,7.2,28,157,1
3.6,7.6,27,143,1
3.7,6.8,32,131,1
3.6,7.6,31,182,1
3.6,8.2,27,101,1
3.5,7.5,28,138,1
3.8,6.8,31,152,1
3.5,7.4,29,185,1
3.5,7.6,32,107,1
3.8,7.2,26,181,1
4,8.4,31,183,1
3.7,6.8,27,140,1
3.6,7.2,27,164,1
3.7,7.8,29,106,1
3.9,8.4,28,133,1
3.6,8.7,31,137,1
3.8,8.3,29,188,1
3.6,7.4,28,114,1
3.6,6.9,31,122,1
3.8,8,29,199,1
3.9,6.8,27,196,1
3.5,7.7,31,110,1
3.7,8.6,29,157,1
3.8,8.5,32,106,1
3.7,7.8,28,165,1
4,6.8,26,173,1
3.9,7.3,32,108,1
3.8,7.4,32,109,1
3.5,7.6,32,174,1
3.5,7.3,29,169,1
3.5,8.7,26,193,1
3.8,8.3,26,100,1
3.7,7.2,26,156,1
4,7.9,28,153,1
3.5,7.1,27,149,1
3.9,8.1,32,197,1
4,7.6,27,175,1
3.5,7.7,30,129,1
3.7,7.1,31,149,1
3.9,7,29,139,1
4,7.4,30,147,1
3.8,6.8,30,131,1
4,7.5,28,179,1
3.8,7.3,29,104,1
3.5,7.7,29,129,1
3.7,7.2,29,168,1
4,8.5,30,152,1
3.9,8.3,30,162,1
3.6,8.6,27,120,1
3.8,8.3,27,105,1
3.6,8.4,30,146,1
3.8,8.6,29,148,1
3.7,8.6,29,117,1
3.9,7.9,29,121,1
3.9,7.5,30,181,1
4,7.1,26,145,1
4,8.3,29,104,1
3.8,7.1,29,146,1
3.6,7.3,26,167,1
4,8.1,31,194,1
3.7,7.1,29,147,1
3.6,8.6,32,111,1
3.8,7.1,27,132,1
4,7.8,27,195,1
3.6,7.6,27,120,1
3.8,7.3,26,169,1
4,8.3,32,114,1
3.5,7,31,138,1
3.7,8.1,26,190,1
3.5,7.4,31,114,1
3.6,7.8,30,188,1
3.6,8.2,27,155,1
3.7,8.7,30,115,1
